1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: B500000039860521
Is Mission Active?  true
Mission Start:  Mon Jan 22 15:57:00 PST 2018
Sample Rate:  Every 120 minute(s)
Number of Mission Samples:  2219
Total Samples:  10842
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
1/22/18 3:57:00 PM,C,22
1/22/18 5:57:00 PM,C,21.5
1/22/18 7:57:00 PM,C,21
1/22/18 9:57:00 PM,C,21
1/22/18 11:57:00 PM,C,21
1/23/18 1:57:00 AM,C,21
1/23/18 3:57:00 AM,C,21
1/23/18 5:57:00 AM,C,21
1/23/18 7:57:00 AM,C,20
1/23/18 9:57:00 AM,C,22.5
1/23/18 11:57:00 AM,C,26
1/23/18 1:57:00 PM,C,32.5
1/23/18 3:57:00 PM,C,32
1/23/18 5:57:00 PM,C,22.5
1/23/18 7:57:00 PM,C,16
1/23/18 9:57:00 PM,C,11
1/23/18 11:57:00 PM,C,8
1/24/18 1:57:00 AM,C,6
1/24/18 3:57:00 AM,C,4.5
1/24/18 5:57:00 AM,C,3.5
1/24/18 7:57:00 AM,C,2.5
1/24/18 9:57:00 AM,C,12.5
1/24/18 11:57:00 AM,C,23
1/24/18 1:57:00 PM,C,22.5
1/24/18 3:57:00 PM,C,18
1/24/18 5:57:00 PM,C,9
1/24/18 7:57:00 PM,C,3
1/24/18 9:57:00 PM,C,2
1/24/18 11:57:00 PM,C,1
1/25/18 1:57:00 AM,C,1.5
1/25/18 3:57:00 AM,C,5
1/25/18 5:57:00 AM,C,6
1/25/18 7:57:00 AM,C,7.5
1/25/18 9:57:00 AM,C,12
1/25/18 11:57:00 AM,C,15
1/25/18 1:57:00 PM,C,18
1/25/18 3:57:00 PM,C,13
1/25/18 5:57:00 PM,C,7.5
1/25/18 7:57:00 PM,C,4
1/25/18 9:57:00 PM,C,3.5
1/25/18 11:57:00 PM,C,0
1/26/18 1:57:00 AM,C,-1
1/26/18 3:57:00 AM,C,0
1/26/18 5:57:00 AM,C,3
1/26/18 7:57:00 AM,C,3
1/26/18 9:57:00 AM,C,12.5
1/26/18 11:57:00 AM,C,18
1/26/18 1:57:00 PM,C,20.5
1/26/18 3:57:00 PM,C,17
1/26/18 5:57:00 PM,C,7.5
1/26/18 7:57:00 PM,C,1
1/26/18 9:57:00 PM,C,-0.5
1/26/18 11:57:00 PM,C,-1
1/27/18 1:57:00 AM,C,-1.5
1/27/18 3:57:00 AM,C,-2
1/27/18 5:57:00 AM,C,-2
1/27/18 7:57:00 AM,C,1.5
1/27/18 9:57:00 AM,C,13.5
1/27/18 11:57:00 AM,C,24
1/27/18 1:57:00 PM,C,25
1/27/18 3:57:00 PM,C,21.5
1/27/18 5:57:00 PM,C,16.5
1/27/18 7:57:00 PM,C,14
1/27/18 9:57:00 PM,C,6.5
1/27/18 11:57:00 PM,C,4
1/28/18 1:57:00 AM,C,3
1/28/18 3:57:00 AM,C,2
1/28/18 5:57:00 AM,C,3
1/28/18 7:57:00 AM,C,6.5
1/28/18 9:57:00 AM,C,21.5
1/28/18 11:57:00 AM,C,30
1/28/18 1:57:00 PM,C,32
1/28/18 3:57:00 PM,C,28.5
1/28/18 5:57:00 PM,C,11.5
1/28/18 7:57:00 PM,C,7.5
1/28/18 9:57:00 PM,C,7
1/28/18 11:57:00 PM,C,7.5
1/29/18 1:57:00 AM,C,6.5
1/29/18 3:57:00 AM,C,6
1/29/18 5:57:00 AM,C,5.5
1/29/18 7:57:00 AM,C,9
1/29/18 9:57:00 AM,C,24
1/29/18 11:57:00 AM,C,31.5
1/29/18 1:57:00 PM,C,32
1/29/18 3:57:00 PM,C,25.5
1/29/18 5:57:00 PM,C,13
1/29/18 7:57:00 PM,C,10
1/29/18 9:57:00 PM,C,7.5
1/29/18 11:57:00 PM,C,7
1/30/18 1:57:00 AM,C,9
1/30/18 3:57:00 AM,C,9
1/30/18 5:57:00 AM,C,9.5
1/30/18 7:57:00 AM,C,10.5
1/30/18 9:57:00 AM,C,22
1/30/18 11:57:00 AM,C,26.5
1/30/18 1:57:00 PM,C,28.5
1/30/18 3:57:00 PM,C,25.5
1/30/18 5:57:00 PM,C,12
1/30/18 7:57:00 PM,C,7.5
1/30/18 9:57:00 PM,C,6.5
1/30/18 11:57:00 PM,C,5
1/31/18 1:57:00 AM,C,4.5
1/31/18 3:57:00 AM,C,3.5
1/31/18 5:57:00 AM,C,4
1/31/18 7:57:00 AM,C,7.5
1/31/18 9:57:00 AM,C,21.5
1/31/18 11:57:00 AM,C,33
1/31/18 1:57:00 PM,C,33
1/31/18 3:57:00 PM,C,28
1/31/18 5:57:00 PM,C,11
1/31/18 7:57:00 PM,C,7
1/31/18 9:57:00 PM,C,5
1/31/18 11:57:00 PM,C,4.5
2/1/18 1:57:00 AM,C,3.5
2/1/18 3:57:00 AM,C,3.5
2/1/18 5:57:00 AM,C,6
2/1/18 7:57:00 AM,C,6.5
2/1/18 9:57:00 AM,C,21
2/1/18 11:57:00 AM,C,32
2/1/18 1:57:00 PM,C,32.5
2/1/18 3:57:00 PM,C,28
2/1/18 5:57:00 PM,C,12.5
2/1/18 7:57:00 PM,C,10.5
2/1/18 9:57:00 PM,C,10
2/1/18 11:57:00 PM,C,7.5
2/2/18 1:57:00 AM,C,6
2/2/18 3:57:00 AM,C,6
2/2/18 5:57:00 AM,C,6
2/2/18 7:57:00 AM,C,11
2/2/18 9:57:00 AM,C,23.5
2/2/18 11:57:00 AM,C,32.5
2/2/18 1:57:00 PM,C,33.5
2/2/18 3:57:00 PM,C,25.5
2/2/18 5:57:00 PM,C,13
2/2/18 7:57:00 PM,C,9
2/2/18 9:57:00 PM,C,8.5
2/2/18 11:57:00 PM,C,7
2/3/18 1:57:00 AM,C,7.5
2/3/18 3:57:00 AM,C,7
2/3/18 5:57:00 AM,C,6
2/3/18 7:57:00 AM,C,9
2/3/18 9:57:00 AM,C,23.5
2/3/18 11:57:00 AM,C,33.5
2/3/18 1:57:00 PM,C,33.5
2/3/18 3:57:00 PM,C,28
2/3/18 5:57:00 PM,C,14
2/3/18 7:57:00 PM,C,9
2/3/18 9:57:00 PM,C,7.5
2/3/18 11:57:00 PM,C,7
2/4/18 1:57:00 AM,C,8
2/4/18 3:57:00 AM,C,7
2/4/18 5:57:00 AM,C,6
2/4/18 7:57:00 AM,C,9.5
2/4/18 9:57:00 AM,C,24
2/4/18 11:57:00 AM,C,33
2/4/18 1:57:00 PM,C,33.5
2/4/18 3:57:00 PM,C,28.5
2/4/18 5:57:00 PM,C,13
2/4/18 7:57:00 PM,C,8.5
2/4/18 9:57:00 PM,C,6.5
2/4/18 11:57:00 PM,C,6
2/5/18 1:57:00 AM,C,5
2/5/18 3:57:00 AM,C,5
2/5/18 5:57:00 AM,C,7
